Job_Name	Skillset	Location	Organization
Business Analyst / Discovery Consultant	Pharma, Project management, Tools, IMS, Manager Quality Assurance...	Gurgaon	axtria
PHARMA BUSINESS ANALYST	Business Analyst, Tracking, Charts, Data modeling, Agile, UML...	Mumbai	Nitai Partners
business analyst	Business Analyst, Healthcare, English, Snacks, Ideas, WiFi, data security...	Pune	Koru Technologies
Business Analyst	Technical product configuration, design, integration PHP, MySQL, HTML, C...	Pune	Cutting Edge Application Development
Data Engineer	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment...	Mumbai	W Travel
Business Analyst ll Software	Healthcare, Tools, Analytical, Data analysis, Architecture, SQL...	Delhi	Fitfyles LLP
Data Engineer	Analytics, Machine learning, Data mining, Computer science, Relationship...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Chief Scientist - Analytics and Machine Learning	Service, Customer support, Technical support, Oracle, Email, Assurance...	Bengaluru	Qubol
Big Data Support Engineer - Bangalore, India	Excellent , Web research, analyst, Define the scoring, configuration...	Pune	BizKonnect Solutions Pvt Ltd.
Business Analyst	Life insurance, Service, Back office, Portfolio management, Data analysis...	Hyderabad	Franklin Templeton International
Business Analyst - GIMS	Business Analyst, Troubleshooting, Tracking, Computer science...	Bengaluru	TRUGlobal
Business Systems Analyst - TRUGlobal Inc.	SQL, Hibernate, Python, Data structures, Algorithms, Coding, Analytics...	Chennai	PayPal Holdings, Inc.
MTS1, Data Engineer	SQL, Oracle, Unix, MySQL, Shell scripting, Python, Teradata, Open source...	Chennai	PayPal Holdings, Inc.
Manager, Data Engineer	SQL, Unix, HTML, Project management, Python, CMS, Coding, Customer service,...	Gurgaon	American Express Company
Business Analyst/Assistant Manager- EDA	Unix, Networking, Python, EclipseDebuggingLinux kernel, Maven...	Bengaluru	Qubol
Big Data Sustenance Engineer	Oracle e-business suite, Data Analyst, Online sales, Tools, Email...	Pune	CloudMoyo, Inc
Data Analyst-Oracle EBS Business	SQL, Unix, Linux, Informatica, Python, Business Objects, Data structures...	Bengaluru	Intuit Technology Services Pvt Ltd
Senior Data Engineer	Analyst 3, Business applications, Oracle, Production support, SCM...	Bengaluru	WESTERN DIGITAL CORPORATION
Analyst  Business Applications	Senior Business Analyst, ERP, Service, Computer science, Tools...	Bengaluru	WESTERN DIGITAL CORPORATION
Oracle AGILE PLM Sr Business Analyst	Business Analyst, SQL, SAS, Consulting, Analytics, Financial services...	Bengaluru	Yoodle
Yodlee Careers - Business analyst	Linux, MySQL, SQL, Python, Algorithms, level, Business Executive...	Bengaluru	Zauba Technologies & Data Services Private Limited
Data Engineer	server, cisco, documentation, monitoring, maintaining, operating system...	Noida	JIL Information Technology Ltd
Data Centre Engineer	Analytics, Data mining, Computer science, Machine learning, level...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Machine Learning Scientist	Technical product configuration, design, integration PHP, MySQL, HTML, C...	Bengaluru	Dailyhunt
Big Data Engineer	MS SQL, Troubleshooting, Business analysis, Business Analyst, Data analysis...	Mohali	T & A Solutions
senior BA/QA	Business intelligenceEvaluation, Project life cycle, Business Analyst, Data...	Pune	I KNOWLEDGE FACTORY PVT. LTD.
Business Analyst	PLSQL, Database administration, RDBMS, Performance tuningDatabase design...	Chennai	Superior Innovative Technologies Pvt. Ltd
Senior Data Base Engineer	events, project management, analytics, process, sql, rdbms, predictive ...	Mumbai	Hansa Customer Equity Pvt. Ltd.
Business Analyst/  Sr. Business Analyst  Analytics	java, linux, apache, shell scripting, python, rdbms, agile, analytics...	Mumbai	Fractal Analytics Ltd
Big Data Engineer	big data, Open source, Business Executive, OLTP, OLAP, Manager Technology...	Bengaluru	Visa Inc
Staff SW Engineer -  Data Platform	Service, Technical writing, Information technology, Tools, Operations, data...	Pune	Robolab Technologies
Business Analyst	Javascript, Ajax, jQuery, Python, Software design, CSS3, Visual Design...	Chennai	BigTapp Analytics Pte Ltd
Data Visualization Engineer bigtapp	business intelligence, business analysis, modeling, business case, business...	Bengaluru	BizAcuity
Business Analyst	PLSQL, Data modeling, Analytics, Data mining, Reporting tools, data domain,...	Delhi	JOB MIRROR CONSULTANCY
Data Engineers - Internet / Ecommerce	SEO, Software services, Business intelligence, Data migration...	Bhubaneshwar	Right Step Consulting
Business Development Analyst Jobs in Orissa	business intelligence, data modeling, business case, business analyst, data...	Bengaluru	BizAcuity
Business Analyst	SAS, Manager Quality Assurance, Data analysis, Change management...	Panjim	Arethos
Business Intelligence Analyst	big data, Solution architecture, Cloud computing, Data architecture, Tools,...	Hyderabad	Nestor Sourcing Inc
Lead Engineer-Big Data	Oracle e-business suite, Data Analyst, Online sales, Tools, Email...	Pune	CloudMoyo, Inc
Data Analyst-Oracle EBS Business	Analytics, Hbase, MongoDb, NoSQL, Cassandra, big data, Marketing Executive,...	Bengaluru, Delhi, Hyderabad, Mumbai	Rinalytics Advisors Pvt. Ltd
Big Data Specialist	Senior Business Analyst, Analytics, Supply chain, SQL, MSC, Tools...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Senior Business Analyst	Analytics, Data mining, Information retrieval, Computer science...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Researcher/Scientist	Informatica, PLSQL, Data structures, Data modeling, Tools...	Hyderabad	FIDDICH CONSULTING
Data Engineer-II	Oracle, Informatica, PLSQL, Data structures, Tools, Capacity planning...	Hyderabad	FIDDICH CONSULTING
Data Engineer-II	business intelligence, modeling, business case, business analyst...	Bengaluru, Bengaluru / Bangalore, Hyderabad/Secunderabad	BizAcuity
Business Analyst	Stores, Analytical, Analytics, Data mining, Open source, Operations...	Hyderabad	Kogentix
Big Data Engineer - India	 , development, sql, documentation, data management, java, technical s...	Gurgaon	SafeGuard World International
Business Analyst Ops COE	market research, Business Planning, analysing financial data ...	Delhi	Sharp Sight
Business Analyst	Customer service, Technical support, LAN, WAN, Firewall, Data analysis...	Delhi	SITA
Engineer, Data Center Service Operations	fmcg, analytics, sas, dealing, healthcare, data analysis, options...	Bengaluru	Germane Analytics Pvt Ltd
Business Analyst	analytics, sql, project management, analytical, problem solving, rdbms...	Bengaluru, Bengaluru / Bangalore, Mumbai	Hansa Customer Equity Pvt.  Ltd
Business Analyst/ Sr. Business Analyst  Analytics	server, cisco, documentation, mca, monitoring, maintaining...	Noida, Bengaluru	JIL Information Technology Ltd
Data Centre Engineer	Distribution Systemx, Big Data, Lisp, Scala, Java, C Developer	Bengaluru	HR Devi and Associates
Data Engineer	sql, ba, quantitative, analytical, data quality, computer science...	Chennai, Chennai	Gantec Publishing Solutions Pvt. Ltd.
Business Data Analyst	Telecom, Apache, Business intelligence, Open source, Agile, Coding, Service...	Gurgaon	Ncr Corporation India Pvt Ltd
Sr Big Data Engineer	Business Analysis, Requirement Gathering, Data Analysis, , Data Governance,...	Mumbai	HOPES FOREVER CONSULTANCY PVT. LTD.
Requirements Business Analyst for Mumbai Location.	Principal, Data analysis, Six sigma, Financial modelling...	Gurgaon	Cargill India Pvt. Ltd.
Business Analyst	Business Analyst, Analytics, Business intelligence, Charts, Test planning...	Gurgaon, Delhi	Right Step Consulting
Business Analyst	Pre Sales Executive, Business Analyst, Data analysis, CV, Liaising...	Chennai	Interlace India Pvt. Ltd
business analyst cum presales executive	Automation, SSIS, Open source, Database design, Analytics, Tools, Pentaho...	Pune	ApTask
Senior Big Data Engineer	Business Analyst, Consulting, Tools, Information technology...	Kolkata	Sath Inc.
Business Analyst - India | Sath Inc.	Consulting, Tools, Acquisition, Monitoring, Internship, Soft skills...	krishna	ZettaMine Global Technologies
Statistician	Supplier quality, Business Analyst, SQL, SAP, Tools, Engineering services...	Bengaluru	Rockwell Automation
BUSINESS ANALYST I, SUPPLIER QUALITY	Healthcare, Tools, Supply chain, SAS, Data mining, Business analytics...	Bengaluru	Flipkart
Senior Business Analyst (99292)	Healthcare, SQL, SAS, Data mining, Business analytics, Web analytics...	Bengaluru	Flipkart
Senior Business Analyst (99430)	tools, data analysis, web development, handling, application development...	Pune	Mobisoft Infotech
Business Analyst / Discovery Consultant	SQL, Hibernate, Data structures, Algorithms, Analytics, Maven...	Chennai	PayPal Holdings, Inc.
MTS1 , Data Engineer	Market research, Automotive, Sales planning, RFQ, Tools, Analytical...	Pune	AMS Human Resources Pvt. Ltd
Business Analyst	Development Manager, assay, Senior Design Engineer, Pharma...	India	Amgen Inc. 
Sr.  Scientist -  Assay development	SQL, Javascript, HTML, jQuery, Python, Business intelligence, Agile, Coding...	Ahmedabad	Datavim Analytics Solutions Private Limited
Data Visualization Engineer	SQL, Python, Open source, Algorithms, Coding, Service, Ruby, Data analysis,...	Bengaluru	Scripbox.com India Pvt Ltd
Data Engineer	Javascript, MySQL, Python, Data structures, SDLC, Algorithms, RDBMS, Agile,...	Ahmedabad	Datavim Analytics Solutions Private Limited
Big Data Engineer	big data analytics, Software, Senior Design Engineer, Data structures...	Bengaluru	NETRADYNE
Sr. Software Engineer (Big Data Analytics)	Direct marketing, Service, CRM, Consulting, Business intelligence, Business...	Bengaluru	Epsilon
Principal Project Business System Analyst	ABAP, Business Objects, Data modeling, SEM, Business analysis, Remedy...	Bengaluru	Golden Opportunities Pvt Ltd.
Advanced Business Analyst - SAP BW/BO	SQL, Oracle, XML, MySQL, Core Java, Db2, Shell scripting, Python, JBoss...	Pune	teradata corporation s
ThinkBig - Data Engineer	Informatica, Python, SAN, Agile, Ruby, Analytics, Maven, Data analysis...	Bengaluru	Qubida Analytics Pte Ltd
Big Data Solutions Engineer	Business System Analyst, SQL, Informatica, Data analysis, metadata...	Mumbai	RATEIN INFOTECH (I) PVT. LTD.
Business System Analyst	SAP, Service, Analytics, Business process, Data quality...	Bengaluru	Cargill India Pvt. Ltd.
Finance Global Master Data Specialist	Business Data Analyst, Analytics, SQL, SAS, XML, SAP, Oracle, SPSS...	Bengaluru	AARNA HR SOLUTIONS PVT. LTD.
Business Data Analyst	analytical, gaming, sql, ms access, procedures, data quality, solutions...	Hyderabad	Grid Logic Software Private Limited
Business Analyst	Business Analyst, Data analysis, Data quality, Reporting tools...	Chandigarh, haryana	Airseva
Business Analyst	Business Analyst, talent, Business analysis, Data analysis, Analytics...	Bengaluru	Coviam Technologies
Business Analyst COVIAM Technology Services Pvt Ltd	Business Process Analyst, Application development, Business writing...	Hyderabad	GenesisInfotechSolutionsPvt
Business Process Analyst	Business process, data mapping, Business Analyst, process, IT Staff...	Jaipur	Emizen Tech Pvt Ltd
Business Analyst	Customer service, Payroll, XML, Data management, Coaching, Publishing...	Gurgaon	SafeGuard World International
Junior Business Analyst Ops Tech CoE	Telecom, Automation, Open source, Service, Analytics, Maven, Recruitment...	Gurgaon	Ncr Corporation India Pvt Ltd
Big Data Engineer-2	Engineering Manager, Statistical Analyst, Tools, Supply chain, Analytical...	Hyderabad	Phoenix Engineering Technologies
Statistical Analyst - Job Code: PETJD17	Bioinformatics, Tools, Data analysis, Email, Genetics, PHP, Genomics, SQL...	Bengaluru	MedGenome Labs Pvt. Ltd.
Bioinformatics Scientist	Business Data Analyst, Service, Printing, Project management...	Bengaluru	HP
Business Data Analyst	SAS, SQL, Healthcare, SPSS, Data mining, Business analytics, Cognos, Supply...	Bengaluru	Flipkart
Lead Business Analyst (99146)	Data warehousing, Business Analyst, SDLC, Business analysis, Data analysis,...	Hyderabad	OPENACE LLC
Business Analyst (Datawarehousing):	Service, SQL, Tools, Perl, Python, data visualization, Data mining...	Not Specified	Kieraya Furnishing Solutions Pvt. Ltd
Data Engineer	Data Analyst, Subject Matter Expert, Email, Data collection, Analyst 3...	Bengaluru	Authenu
Statistician/Data Analyst	Technical product configuration, design, integration PHP, MySQL, HTML, C...	Bengaluru	Cervello India Pvt Ltd
Data Visualization Engineer	server, cisco, monitoring, mca, operating system, documentation...	Delhi	JIL Information Technology Ltd
Data Centre Engineer	Javascript, Automation, Python, Ruby, Messaging, Machine learning, Tools...	Trivandrum	DIAGNAL
Senior Data Engineer	Product managementMS Office, Ticketing, Team Building, Business analysis...	Gurgaon	ResBird Technologies Pvt. Ltd.
Sr. / Business Analyst Ecommerce	Tools, Business intelligence, Data analysis, SQL, VLOOKUP, Regression...	Panchkula	Grazitti Interactive.
Analyst Business Intelligence	Javascript, Automation, Python, Ruby, Machine learning, Tools...	Trivandrum	VINIRMAConsulting Pvt. Ltd.
Senior Data Engineer for Trivandrum	SQL, Business intelligence, Data modeling, Analytics, Data mining, Computer...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Data Engineer	Senior, SQL, Python, Business intelligence, Data structures, Open source...	Bengaluru	Saltside
Senior Data Engineer - Saltside	Business Analysts, Architects, Lead Developers, design, development, SQL...	Panjim	Numadic
Data Engineer	Data warehousing, Business intelligence, microsoft, Virtualization, CV...	Bengaluru	JRD Systems Private Ltd. 
Data Warehouse Engineer	Technical specifications, Data structures, Algorithms, Information security...	Hyderabad	S&P; Global Inc.
Data-Quality-Specialist	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment...	Pune	Konnect Consultancy
Business Consultant/ Business Analyst- HCM/Payroll	big data, Apache, Shell scripting, HDFS, Cloudera, AWS, tableau, Hive, Time...	Pune	Career Placements India
Big Data Engineer (Pune)	Business Analyst, Automation, Troubleshooting, Configuration management...	Pune	NTT Global Delivery Services Limited
ServiceNow Business Analyst	Business Analyst, SAN, Business analysis, Service, Risk management...	Mumbai	Calypso Technology India Pvt. Ltd.
Business Analyst	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment...	Pune	Konnect Consultancy
Business Consultant/  Business Analyst-  HCM/ Payroll	Data entry, Business Analyst, Data processing, Subject Matter Expert...	Hyderabad	Invesco (Hyderabad) Pvt Ltd
BA I, PMO	Business Intelligence Analyst, HR, Online marketing, Sales promotion...	Kolkata	123Stores ECommerce Pvt. Ltd
Business Intelligence Analyst	Direct marketing, Service, CRM, Product management, Email marketing...	Bengaluru	Epsilon
Senior Business System Analyst- Products Domain	sme, development, sql, data analysis, profiling, proactive, mapping...	Kolkata, Kolkata	OnProcess Technology, Inc.
Business Analyst	Manager Quality Assurance, Business Analyst, data manipulation...	Hyderabad	Ryan, LLC.
Business Analyst-Abandoned and Unclaimed Property	data analysis, analytics, usage, ssp, data, machine learning algorithms...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Principal Scientist	SQL, programming and datase, Data, handling client / Server, application	Pune	Triadss Tech Solutions
Business Analyst	 intelligence, modeling, , analyst, data warehouse, bi, solutions, medium...	Hyderabad	BizAcuity Solutions
Business Analyst	Business Analysts, Architects, Lead Developers, design, development, SQL...	Gurgaon	1ICT Pty Ltd
Bi Smart Data Platform Engineer	mis, events, tools, documentation, data analysis, analytics, sas...	Bengaluru, Bengaluru / Bangalore, Mumbai	Hansa Customer Equity Pvt. Ltd.
Business Analyst/ Sr. Business Analyst – Analytics	mba, business analysis, communication skills, good communication skills...	Bengaluru	Aiplex Software Pvt. Ltd
Business Analyst	SQL, Core Java, Informatica, Teradata, Data modeling, Performance tuning...	Chennai	PayPal Holdings, Inc.
Data Engineer	SQL, Hibernate, Web services, Networking, Db2, Python, Data structures...	Bengaluru	SunGard Solutions (India) Pvt Ltd
DigitalOne Business Analyst	Data analysis, Data processing, Operations, Data quality, English...	Bengaluru	Hashtag Talent
Business Requirements Analyst (Business Analyst)	Database design, Test planning, Product management, Data management, Impact...	Bengaluru	Aptean
Business Analyst	events, data analysis, mis, btech, sas, documentation, spss, analytical...	Bengaluru, Bengaluru / Bangalore	Hansa Customer Equity Pvt. Ltd.
Business Analyst / Sr .Business Analyst	btech, mis, events, tools, analytical, documentation, data analysis, sas...	Delhi, Delhi, Mumbai	Hansa Customer Equity Pvt. Ltd.
Business Analyst / Sr .Business Analyst	btech, mis, events, tools, analytical, documentation, data analysis, sas...	Bengaluru, Bengaluru / Bangalore, Chennai, Delhi, Mumbai	Hansa Customer Equity Pvt. Ltd.
Business Analyst / Sr .Business Analyst	Business Analyst, Data migration, Application programming, Tracking...	Mohali	NASCENTURE SOFTWARE SOLUTIONS
Business Analyst	SQL, Unix, Javascript, Linux, Python, Analytics, Maven, Data mining...	Noida	CRISP ANALYTICS
Big Data Engineer	sas, application development, sdlc, modeling, test scripts, test data...	Mumbai, Chennai	itForte Staffing Services Private Ltd.
Senior Business Analyst	customer service, operations, desktop, xml, documentation, data management,...	Gurgaon	SafeGuard World International
Junior Business Analyst Ops Tech CoE	fmcg, analytics, sas, dealing, healthcare, data analysis, options...	Bengaluru	Germane Analytics Pvt Ltd
Business Analyst	Sales process, Analytics, Data collection, Computer science...	Bengaluru	Near Pte. Ltd.
Business Analyst Bangalore	development, data analysis, monitoring, modeling, methods...	Mumbai	Covacsis Technologies Pvt. Ltd.
Business Analyst/ Sr. Analyst	Service, Printing, Project management, Business planning...	Bengaluru	HP
Business Data Analyst	SQL, Business intelligence, Data analysis, Product management, Data mining,...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Business Analyst	Technical product configuration, design, integration PHP, MySQL, HTML, C...	Bengaluru	DM CONSULTING (INDIA) PVT LTD
Data Engineer	Data entry, Distribution network, Supply chain, Trade, Warehouse, Operation...	India	AM P
Operations Executive Data Entry Specialist	java, sql, linux, apache, shell scripting, python, agile, analytics...	Mumbai	Fractal Analytics Ltd
Big Data Engineer	stores, tools, drives, api, cloud computing, yarn, linux, git, open source,...	Bengaluru, Bengaluru / Bangalore, Other City(s) in Karnataka	Fractal Analytics Ltd
Sr Big Data Engineer	btech, mis, events, tools, analytical, documentation, data analysis, sas...	Bengaluru, Bengaluru / Bangalore, Chennai, Delhi, Mumbai	HANSA CUSTOMER EQUITY PVT. LTD
Business Analyst / Sr .Business Analyst	btech, mis, events, tools, analytical, documentation, data analysis, sas...	Mumbai, Mumbai	Hansa Customer Equity Pvt. Ltd
Business Analyst / Sr .Business Analyst	java, mysql, hibernate, development, apache, jboss, tomcat, junit, json...	Bengaluru	APPTARIX
Senior Engineer, Big Data & Security	E-learning, Technical support, Analytical, Data analysis, Coaching...	Bengaluru	Compassites Software Solutions Pvt. Ltd.
Sr. Business Analyst	development, data analysis, monitoring, modeling, methods...	Mumbai	COVACSIS Technologies Pvt Ltd
Business Analyst/Sr. Analyst	bfsi, business analysis, english, data analysis, email...	Gurgaon	Diverse Lynx India Pvt. Ltd
Business Analyst	excellent interpersonal skills, , analytical, analytical thinking, ...	Bengaluru, Bengaluru / Bangalore	Aiplex Software Pvt.Ltd.
Business Analyst	operations, project management, analytical, data collection...	Mumbai	InI Consulting Pvt. Ltd
Business Analysts	operations, project management, data collection, ability, project schedules...	Mumbai	InI Consulting Pvt. Ltd
Business Analysts	C, Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle...	Pune	Career Placements India
Senior Data Engineer (Pune)	Big-Data, cassandra, MongoDB, MySQL, Oracle, Java	Ahmedabad	ENVALE SYSTEMS PVT. LTD.
Big Data Engineer	Business Data Analyst	Chennai	GANTEC PUBLISHING SOLUTION PVT LTD
Business Data Analyst	sas, application development, sdlc, business analysis, modeling...	Chennai, Mumbai	itForte Staffing Services Private Ltd.
Senior Business Analyst	Business analysis, Manager Quality Assurance, Technical writing, Monitoring...	Hyderabad	TVISHA TECHNOLOGIES PVT LTD
Business Analyst	English, SAP, Japanese, Supply chain, Analytical, Data modeling, Ideas...	Bengaluru	Hewlett Packard Enterprise
Business Operations Analyst II	Open source, h1b, Monitoring, Visa, Facebook, NoSQL, Linkedin, J2Ee...	Gurgaon, Bengaluru, Indore, Noida	Impetus Infotech ( India ) Pvt. Ltd.
Lead Software Engineer/Technical Architect - Big Data (Must Have valid	Business Analyst, Project management, Enterprise applications...	Nagpur	WalbroSoft
Business Analyst	Project management, SQL, Operations, Computer science, Product management...	Bengaluru	Intuit Technology Services Pvt Ltd
Principal Data Engineer	Technical, Data mining, CRM, Supply chain management, Analytical, ERP...	India	Syngenta Global
Demand Planning Analyst	Application development, Service, DBMS, Powershell, PAAS, Hub, SQL Azure...	Hyderabad	TV2Z
Senior Azure Developer	Medical, Pharmacology, Clinical research, Healthcare, clinical data...	Bengaluru	IQVIA
Central Monitor	Business Analysts, Architects, Lead Developers, design, development, SQL...	Pune	Finaxar Pte. Ltd.
Python Developer	market research, customer profiling, sales executive, marketing executive...	Indore, Pune, Nagpur, Bengaluru, Chandigarh, Visakhapatnam, Kochi, Hyderabad, Coimbatore, Mumbai, Chennai, Kolkata, Vadodara, Lucknow	Bundl Technologies Pvt Ltd
Area Sales Manager	Business Head, Customer service, Customer care, Product management, English...	Indore, Pune, Nagpur, Bengaluru, Chandigarh, Kochi, Hyderabad, Coimbatore, Mumbai, Chennai, Kolkata, Vadodara, Lucknow	Bundl Technologies Pvt Ltd
City Business Head	market research, customer profiling, sales executive, marketing executive...	Indore, Bengaluru, Hyderabad, Nagpur, Chandigarh, Kolkata, Coimbatore, Mumbai, Chennai, Kochi, Lucknow	Bundl Technologies Pvt Ltd
Area Sales Manager	Oracle, XML, Hibernate, Core Java, jQuery, UML, JDBC, TIBCO, XSLT...	Pune	TIBCO Software India Pvt Ltd
Member Technical Staff	Engineering Manager, Director, Tools, Internship, Email, SAN, Hub, Computer...	Delhi	Chegg Inc.
Director of Engineering	Business Head, Customer service, Customer care, Product management, English...	Hyderabad, Vadodara, Bengaluru, Kochi, Indore, Mumbai, Nagpur, Pune, Chennai, Coimbatore, Lucknow, Kolkata	Bundl Technologies Pvt Ltd
City Business Head	Customer service, Email, Logistics, Product management, Ideas, PDF...	Hyderabad, Bengaluru, Kochi, Indore, Mumbai, Nagpur, Chennai, Coimbatore, Lucknow, Kolkata	Bundl Technologies Pvt Ltd
Business Development	SQL, Unix, Shell scripting, Python, TIBCO, Agile, Debugging, JSON...	Pune	TIBCO Software India Pvt Ltd
Senior Member Technical Staff	Principal, C++, Ideas, closure, Computer science, Machine learning...	Chennai	Rectras Business Solutions Pvt Ltd.
Machine learning pe	Engineering Manager, Analytics Manager, Unix, Android, Project management...	Bengaluru	Hike Ltd
Data Engineering Manager - Analytics	Data analytics, Senior, Associate, Tools, Data mining, Computer science...	Bengaluru	Gale Creative Agency Pvt. Ltd
GALE Partners - Jobs: Senior Associate - Data & Analytics - Apply onli	Tools, SQL, Python, Machine learning, Team Building, data science...	Karnataka, India	uber
Site Lead - Data Science, India	Hadoop, Hive Python, SQL, Java, Data Management	Hyderabad	Okda consultancy
Senior Data Engineer - Hadoop/Hive/Pig (6-8 yrs)	Account management, Market intelligence, Analytical, Forecasting...	Bengaluru	Mystifly
Business Analyst	Manager Quality Assurance, Data structures, Open source, Data modeling...	Hyderabad	iMomentous
Data Engineer	development, data analysis, modeling, analysis, quantitative, monitoring...	Mumbai	COVACSIS Technologies Pvt Ltd
Business Analyst/ Sr. Analyst	Backend, Front end, Linux, Unix, HTML, Javascript, J2Ee, Apache, Hibernate,...	Bengaluru	Riflexions Consulting Private Limited
Data Engineer	Analytics, Business Analyst, Project management, Cognos, Business Objects...	Gurgaon	Axslogic On Demand Services Pvt Ltd
Business Analyst - Analytics Products	C, Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle...	Bengaluru	IT Skills Training Services
Big data Engineer	SQL, XML, Perl, Python, SDLC, Agile, HTTP, JSON, Software design...	India	Winwire Technologies India Pvt. Ltd.
BIG DATA ARCHITECT/ENGINEER WITH CLOUD ARCHITECTURE (AWS)	development, dbms, sql server 2005 2008, domain, data, methodologies...	Bengaluru	KNOEMA
Data Engineer	development, sql server, dbms, sql server 2005 2008, data, methodologies...	Bengaluru	Knoema
Data Engineer	conferences, data mining, software development, java, matlab...	Bengaluru	CAREER MAKERS
Machine Learning Scientist	development, bidding, coordinating, documents, technical documentation...	Pune, Pune	eDreamz Technologies Pvt. Ltd.
Business Analyst	Python, Data structures, Algorithms, Analytics, Time, Data modeling, Spoken...	Pune	Career Placements India
Data Engineer	talent, SQL, UML, Data modeling, Business analysis, Project planning...	India	Principal Global Services Pvt Ltd
Business Analyst	derivatives, fixed income, sql, bloomberg, reference data, sybase, db2...	Mumbai	Intersoft
Securities Reference Data (SRD) Business Analyst	Javascript, Python, Algorithms, Computer science, Machine learning...	Bengaluru	Alphonso Inc.
Data Engineer - Alphonso	Data Analyst, Account management, Advertising, Analytical, Ideas, SQL...	Bengaluru	Alphonso Inc.
Business and Data Analyst - Alphonso	Data warehousing, Data analytics	not specified	Amerind Solutions
Data Warehouse/Data Analytics Engineer	development, sql server, dbms, tools, sql server 2005 2008, domain...	Bengaluru, Bengaluru / Bangalore	knoema
Data Engineer	Technical, Data structures, Algorithms, Agile, PMP, Scrum...	Bengaluru	Intersoft
Business Analyst	Android, Business process, data mapping, business rules, Ideas, CV...	Jaipur	Emizen Tech Pvt Ltd
Business Analyst	 intelligence, modeling, case, analyst, data warehouse, solutions...	Bengaluru	BizAcuity
Business Analyst	AWS Big Data Engineer, Big Data Skills on AWS	United Kingdom (U.K), United Kingdom Luton	Shella Consultants
AWS Big Data Engineer	SAS, R, Data Analysis, Reporting Tools	Bengaluru	Corp Placements
Data Experts and Reporting Specialists..	data mining, python, machine learning, r tool	Ahmedabad, Bengaluru, Chennai, Delhi, Hyderabad, Kolkata, Mumbai, Pune, Noida	Vipany Management Consulting Pvt Ltd.
Data Scientist	ibm optim, lean management, quality assurance, service improvement...	Bengaluru, Mumbai	Dynpro India Pvt. Ltd.
Sr. Data Specialist with our Deemed Client for Bangalore / Mumbai Loc	SQL, Linux, Python, Teradata, Open source, Algorithms...	Hyderabad	teradata corporation s
Analytics Software Engineer	SQL, Data management, Python, Messaging, Tools, big data, Azure, Management...	Bengaluru	Educational Initiatives Pvt. Ltd.
Data Science	Machine Learning, Engineering, SQL queries, algorithms, Data Scientist...	Bengaluru, Hyderabad	JDA Software Private Limited
Data Scientist_Product Development	Head Business Development, SQL, HTML, data visualization, Tools...	Bengaluru	Educational Initiatives Pvt. Ltd.
Head Office - Ahmedabad	PHP, Javascript, XML, UML, TIBCO, XSLT, Agile, HTTP, Debugging, JSON	Pune	TIBCO Software India Pvt Ltd
Principal Engineer-1	Android, Front end, UX, Email, Artificial Intelligence, MIN, phone...	Ahmedabad, ahmedabad	IQM Corporation
Ui/Ux Designer	Senior, Service, Product management, Analytical, microsoft, Market analysis...	Mumbai	Saavn, LLC
Senior Product Manager	Service, Consulting, Business Analyst, Product management, Tools...	Delhi	Boston Consulting Group
Architect	machine learning, AI, statistical libraries, algorithms	Bengaluru	ONS Search
Machine Learning, AI Engineers	Oracle, Unix, Linux, Core Java, Solaris, Weblogic, AIX, JBoss, MS SQL...	Pune	TIBCO Software India Pvt Ltd
Member Technical Staff, QA	Media planning, SEM, PPC, Google AdWords, Facebook, Digital media...	Gurgaon	GroupM Media India Private Ltd.
Group Head Search/SEM	Unix, Linux, Shell scripting, Automation, Python, Algorithms...	Chandigarh	XenonStack Private Ltd
Machine Learning Engineer	data science, Research, Tools, Analytics, Data mining, Ideas...	Bengaluru	RecruitingScience
Vice President, Data Science	Relationship management, Pharma, Consulting, Tools, Analytical...	Pune	ZS Associates {India} Pvt Ltd
Data Science Manager	coordination, development, soa, xml, hibernate, jms, sql, design patterns...	Bengaluru	Ugam Solutions
Sr. Product Engineer	SOA, XML, Hibernate, SQL, JMS, Ajax, JSP, OOAD, UML, jQuery	Bengaluru, Mumbai	Ugam Solutions
Sr. Product Engineer	Javascript, MySQL, SEO, Project management, ERP, Python, Algorithms...	Bengaluru	Prolim Infosystems Pvt Ltd.
UI Developer	SQL, XML, Python, SAS, FICO, Open source, Consulting, Database design...	Bengaluru	FICO
Analytic Consulting - Lead Consultant	Analytics, Data analysis, Python, Visualization, Algorithms, Text mining...	Bengaluru	Brillio Technologies Pvt. Ltd
Senior Lead	Machine learning, Staffing, Python, HTTP, Support, Group Head, Software...	Hyderabad	Adecco India Ltd
