,City,Job title,Company name,Location,Salary,og_salary_period,salary_category,above_med_sal,technical skills
341,Vancouver,Junior Environmental Scientist,Stantec,"Burnaby, BC",,,no category,,go
342,Vancouver,Quantum Computing Scientist,1QBit,"Vancouver, BC",,,no category,,python matlab machine_learning linux neural_networks unix deep_learning agile algorithms
343,Vancouver,Junior Environmental Scientist,Golder Associates,"Vancouver, BC",,,no category,,communication_skills excel
344,Vancouver,Regulatory Affairs Specialist,Semios,"Vancouver, BC",,,no category,,communication_skills excel project_management
345,Vancouver,Financial Analyst,Cardinal Path,"Vancouver, BC",,,no category,,communication_skills marketing excel written_communication
346,Vancouver,Administrative Coordinator,"Genome Sciences Centre, BC Cancer","Vancouver, BC",,,no category,,communication_skills written_communication database
347,Vancouver,Fisheries Biologist/Aquatic Scientist (Intermediate),Associated Engineering,"Vancouver, BC",,,no category,,communication_skills project_management
348,Vancouver,Geospatial Imagery Analyst Co-op,Semios,"Vancouver, BC",,,no category,,
349,Vancouver,"Director, Data Science, Merchandising",lululemon athletica,"Vancouver, BC",,,no category,,data_visualization statistics machine_learning artificial_intelligence visualization mathematics data_mining algorithm scripting
350,Vancouver,Research Technologist,STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills
351,Vancouver,Software Development Engineer,Amazon.com,"Vancouver, BC",,,no category,,cpp_lang java machine_learning c_lang chash_lang natural_language_processing javascript agile perl algorithms
352,Vancouver,Electronics Engineer,EPIC Semiconductors,"Vancouver, BC",,,no category,,python cpp_lang c_lang
353,Vancouver,"VP, Guest Insights",lululemon athletica,"Vancouver, BC",,,no category,,communication_skills marketing
354,Vancouver,Principle Data Scientist,Metrica Recruitment,"Surrey, BC",,,no category,,python aws r_lang machine_learning hadoop deep_learning sql natural_language_processing databases cloud spark nlp
355,Vancouver,Account Coordinator (Vancouver),POWERSHIFTER,"Vancouver, BC",,,no category,,communication_skills marketing agile
356,Vancouver,Computational Chemist,1QBit,"Vancouver, BC",,,no category,,python machine_learning linux neural_networks unix deep_learning agile tensorflow algorithms
357,Vancouver,Computational Physicist,1QBit,"Vancouver, BC",,,no category,,python java machine_learning agile algorithm algorithms
358,Vancouver,"Research Technologist, Cell Separation",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills
359,Vancouver,Business Development Intern,The Centre For Drug Research And Development,"Vancouver, BC",,,no category,,
360,Vancouver,DevOps Engineer,EquitySim,"Vancouver, BC",,,no category,,cpp_lang aws java machine_learning chash_lang sql nosql ruby scripting cloud algorithms
361,Vancouver,Civil/Structural Co-op/Intern Student,Stantec,"Burnaby, BC",,,no category,,communication_skills written_communication
362,Vancouver,Full-Stack Developer,ZenXMed,"Vancouver, BC",,,no category,,amazon_web_services statistics machine_learning algorithms
363,Vancouver,Environmental/Social Assessment Specialist,Golder Associates,"Vancouver, BC",,,no category,,communication_skills marketing visualization written_communication project_management
364,Vancouver,"Scientist, Primary Cells",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills marketing
365,Vancouver,"Scientist, Recombinant Molecules and Antibodies",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills marketing
366,Vancouver,Research Technologist,STEMCELL Technologies Inc,"Vancouver, BC",,,no category,,communication_skills
367,Vancouver,Senior Machine Learning Scientist - AWS AI Deep Learning,Amazon.com,"Vancouver, BC",,,no category,,python aws java machine_learning deep_learning chash_lang perl algorithm cloud
368,Vancouver,Senior Product Manager,Plenty of Fish,"Vancouver, BC",,,no category,,agile
369,Vancouver,Data Architect - Central Technology (Activision Vancouver),Activision,"Vancouver, BC",,,no category,,python communication_skills aws scala java hadoop hive sql written_communication databases database cloud spark
370,Vancouver,Data Architect - Central Technology (Activision Vancouver),DemonWare,"Vancouver, BC",,,no category,,python communication_skills aws scala java hadoop hive sql written_communication databases database cloud spark
371,Vancouver,Health Economist,PHSA,"Vancouver, BC",,,no category,,communication_skills
372,Vancouver,Software Support Specialist,Carl Data Solutions,"Burnaby, BC",,,no category,,machine_learning sql databases database scripting cloud
373,Vancouver,Laboratory Analyst - Organic Product Testing,Maxxam Analytics,"Burnaby, BC",,,no category,,go
374,Vancouver,Marine Scientist,WorleyParsons,"Burnaby, BC",,,no category,,
375,Vancouver,Test Engineer/Technologist/Chemist (Early Career),Saltworks Technologies Inc,"Richmond, BC",,,no category,,communication_skills excel written_communication
376,Vancouver,Systems Designer,Kabam,"Vancouver, BC",,,no category,,
377,Vancouver,Environmental Engineer 5,CDM Smith,"Vancouver, BC",,,no category,,marketing project_management
378,Vancouver,Social Media Coordinator,AvenueHQ,"Vancouver, BC",,,no category,,marketing
379,Vancouver,Laboratory Analyst - Food Residue,Maxxam Analytics,"Burnaby, BC",,,no category,,go
380,Vancouver,DMPK Scientist,Angus One Professional Recruitment,"Vancouver, BC",,,no category,,communication_skills
381,Vancouver,"Vice President, Guest Insights",lululemon athletica,"Vancouver, BC",,,no category,,communication_skills marketing excel databases
382,Vancouver,Environmental Scientist,Parsons,"Langley, BC",,,no category,,excel
383,Vancouver,"Coordinator, Project Search & Evaluation",The Centre For Drug Research And Development,"Vancouver, BC",,,no category,,excel written_communication databases database
384,Vancouver,Hydrogeologist (Intermediate),Associated Engineering,"Vancouver, BC",,,no category,,communication_skills
385,Vancouver,Project Specialist,Carl Data Solutions,"Burnaby, BC",,,no category,,communication_skills marketing machine_learning sql databases scripting cloud
386,Vancouver,Pipeline Developer - 2D/Color,Method Studios,"Vancouver, BC",,,no category,,python cpp_lang shell_scripting scripting
387,Vancouver,Economy Designer,Kabam,"Vancouver, BC",,,no category,,go marketing statistics mathematics
388,Vancouver,Category Manager,STEMCELL Technologies,"Vancouver, BC",,,no category,,written_communication
389,Vancouver,Buyer,STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills
390,Vancouver,"Financial Systems Administrator, Finance",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills excel database scripting etl
391,Vancouver,"Manager, Quality Control Analytical Testing",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills project_management
392,Vancouver,Process Development Associate,STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills written_communication
393,Vancouver,Field QC Coordinator,Wood,"Burnaby, BC",,,no category,,excel databases database cloud
394,Vancouver,Sales Ops Business Partner Expert,SAP,"Vancouver, BC",,,no category,,communication_skills marketing visualization project_management cloud
395,Vancouver,"Medical Scientist, HCV",Gilead Sciences,"Vancouver, BC",,,no category,,communication_skills marketing excel written_communication project_management
396,Vancouver,"Medical Scientist, HIV",Gilead Sciences,"Vancouver, BC",,,no category,,communication_skills marketing excel written_communication project_management
397,Vancouver,"Scientist, Nanomaterials Analytical Chemistry",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills marketing
398,Vancouver,Senior Product Manager,Plentyoffish Media Inc.,"Vancouver, BC",,,no category,,agile
399,Vancouver,Senior Corporate Finance Associate,STEMCELL Technologies,"Vancouver, BC",,,no category,,project_management
400,Vancouver,"Process Development Scientist, Analytical",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills excel written_communication
401,Vancouver,SAP iXp Intern - Associate Predictive Analytics Product Manager,SAP,"Vancouver, BC",,,no category,,communication_skills machine_learning hadoop cloud
402,Vancouver,Quality Control Specialist,STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills data_mining project_management
403,Vancouver,Full Stack Developer,Carl Data Solutions,"Burnaby, BC",,,no category,,communication_skills machine_learning api cassandra sql javascript cloud algorithms
404,Vancouver,"Coordinator, Human Resources",STEMCELL Technologies,"Vancouver, BC",,,no category,,excel
405,Vancouver,"Quality Control Specialist, Operations",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills database
406,Vancouver,"Manager, Material Master",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills excel written_communication
407,Vancouver,Treasury Manager,STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills excel
408,Vancouver,Marketing Operations Coordinator,STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills marketing excel
409,Vancouver,Marketing Specialist- Precision Agriculture,Semios,"Vancouver, BC",,,no category,,marketing project_management
410,Vancouver,"Quality Control Specialist, Operations",STEMCELL Technologies Inc,"Vancouver, BC",,,no category,,communication_skills database
411,Vancouver,Senior Software Engineer (AI technologies),Infox Consulting,"Vancouver, BC",,,no category,,python machine_learning deep_learning agile cloud nlp algorithms
412,Vancouver,"Developer, Front End",AweSense,"Vancouver, BC",,,no category,,git ruby javascript databases agile
413,Vancouver,Social Media Coordinator,STEMCELL Technologies,"Vancouver, BC",,,no category,,marketing
414,Vancouver,Senior Project Manager (Vancouver),POWERSHIFTER,"Vancouver, BC",,,no category,,agile
415,Vancouver,Senior Scientist – Food Safety,PHSA,"Vancouver, BC",,,no category,,communication_skills database
416,Vancouver,Senior Research Technologist,STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills
417,Vancouver,"Manager, Environmental Monitoring & Microbiology",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills written_communication project_management
418,Vancouver,"Mechanical Engineer, GMP",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills
419,Vancouver,Plant Tissue Culture Technician,Ascent Industries Corp.,"Maple Ridge, BC",,,no category,,communication_skills databases
420,Vancouver,"Product Marketing Manager, Pluripotent Stem Cells",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills marketing project_management
421,Vancouver,Security Orchestrator (CASL116),Fortinet,"Burnaby, BC",,,no category,,python communication_skills rest marketing linux ruby perl database scripting
422,Vancouver,Scientific Recruiter,STEMCELL Technologies,"Vancouver, BC",,,no category,,marketing cloud
423,Vancouver,Senior Compensation & Benefits Specialist,STEMCELL Technologies,"Vancouver, BC",,,no category,,excel databases
424,Vancouver,FIFA Development Director - Security,Electronic Arts,"Burnaby, BC",,,no category,,communication_skills agile project_management
425,Vancouver,Scientific Recruiter,STEMCELL Technologies Inc,"Vancouver, BC",,,no category,,marketing cloud
426,Vancouver,Senior Fisheries Biologist (Vancouver),ERM,"Vancouver, BC",,,no category,,communication_skills project_management
427,Vancouver,"QC Analyst, Microbiology",STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills written_communication
428,Vancouver,Faculty Scientist in Health Economics,PHSA,"Vancouver, BC",,,no category,,
429,Vancouver,"Vice President of Science, Research and Product Development",Ascent Industries Corp.,"Maple Ridge, BC",,,no category,,project_management
430,Vancouver,"Senior Electrical, Instrumentation & Control Engineer",Stantec,"Surrey, BC",,,no category,,communication_skills project_management
431,Vancouver,Intermediate Accountant,Saltworks Technologies Inc,"Richmond, BC",,,no category,,communication_skills excel
432,Vancouver,Senior Hydrogeologist,Klohn Crippen Berger,"Vancouver, BC",,,no category,,communication_skills marketing written_communication project_management
433,Vancouver,Lead Game Designer,Kabam,"Vancouver, BC",,,no category,,
434,Vancouver,"Manager, Quality Assurance, Instrumentation",STEMCELL Technologies,"Vancouver, BC",,,no category,,project_management
435,Vancouver,Technical Sales Support Specialist,Carl Data Solutions,"Burnaby, BC",,,no category,,communication_skills marketing machine_learning sql databases scripting cloud
436,Vancouver,Cost Accountant,STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills excel databases
437,Vancouver,Intermediate/Senior Pavements Engineer,Tetra Tech,"Vancouver, BC",,,no category,,python matlab communication_skills marketing sql
438,Vancouver,Senior Scientist,Arcadis,"Vancouver, BC",,,no category,,project_management
439,Vancouver,Intermediate / Senior Hydrogeologist,Arcadis,"Vancouver, BC",,,no category,,
440,Vancouver,Senior Civil/Water Resources Engineer,Klohn Crippen Berger,"Vancouver, BC",,,no category,,communication_skills written_communication project_management
441,Vancouver,Marketing Communications and Events Coordinator,Maxxam Analytics,"Burnaby, BC",,,no category,,marketing excel
442,Vancouver,Sales Incentive and Operations Analyst,STEMCELL Technologies,"Vancouver, BC",,,no category,,tableau python communication_skills java r_lang excel spss sql cloud
443,Vancouver,Commercial Operations Manager,Precision NanoSystems,"Vancouver, BC",,,no category,,marketing excel data_mining project_management database
444,Vancouver,Salesforce Manager,STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills sql databases cloud
445,Vancouver,Salesforce Analyst,STEMCELL Technologies,"Vancouver, BC",,,no category,,communication_skills marketing sql cloud
446,Vancouver,"Intermediate Electrical, Instrumentation & Control Engineer – Water and Wastewater Sector",Stantec,"Surrey, BC",,,no category,,communication_skills
447,Montreal,Data Scientist (Associate),Morgan Stanley,"Montréal, QC",,,no category,,python scala java logistic_regression statistics machine_learning random_forests deep_learning tensorflow algorithms
448,Montreal,"Research Scientist, Google Brain (Canada)",Google,"Montréal, QC",,,no category,,python cpp_lang machine_learning artificial_intelligence deep_learning c_lang data_mining algorithms
449,Montreal,Data Scientist,Playtika,"Montréal, QC",,,no category,,tableau python communication_skills scala java r_lang statistics machine_learning deep_learning sql data_mining database algorithms
450,Montreal,Data Scientist - Analytics Center of Excellence,QuintilesIMS,"Montréal, QC",,,no category,,python go r_lang statistics hive sql spark sas
451,Montreal,Research Scientist (AI),Facebook,"Montréal, QC",,,no category,,python java statistics machine_learning artificial_intelligence deep_learning chash_lang mathematics natural_language_processing
452,Montreal,Data Scientist,uni3T,"Montréal, QC",,,no category,,python communication_skills aws java r_lang machine_learning pandas artificial_intelligence hadoop deep_learning hive sql mathematics written_communication data_mining databases database scripting pig tensorflow cloud nlp algorithms
453,Montreal,Data Scientist,B.Yond,"Montréal, QC",,,no category,,python scala java r_lang statistics machine_learning sql data_mining spark algorithms
454,Montreal,Data Scientist (Intermediate) (28284),Sky Systems Inc,"Montréal, QC",,,no category,,python aws git linux visualization database tensorflow cloud
455,Montreal,Data Scientist,Dialogue,"Montréal, QC",,,no category,,tableau python r_lang sql
456,Montreal,Data Scientist,IQVIA,"Montréal, QC",,,no category,,python go r_lang statistics hive sql spark sas
457,Montreal,Data scientist,BLL consultations inc.,"Montréal, QC",,,no category,,python
458,Montreal,Data Scientist,FX Innovation,"Montréal, QC",,,no category,,python aws git linux visualization database tensorflow cloud
459,Montreal,Data Scientist / Programmer,QuintilesIMS,"Montréal, QC",,,no category,,python go r_lang statistics hadoop hive sql spark
460,Montreal,"Analyst, Big Data Engineering - Bombardier Information Solutions",Bombardier,"Montréal, QC",,,no category,,tableau python scala java machine_learning visualization hive sql nosql databases database spark algorithms
461,Montreal,Data Scientist,Shutterstock,"Montréal, QC",,,no category,,python cpp_lang aws rest java marketing artificial_intelligence deep_learning natural_language_processing
462,Montreal,Data Scientist,ADT Security Services,"Montréal, QC",,,no category,,python statistics machine_learning sql data_mining databases algorithm sas algorithms
463,Montreal,Data Scientist,NTT DATA Services,"Montréal, QC",,,no category,,machine_learning visualization hadoop sql databases cloud
464,Montreal,Artificial Intelligence Experts,National Bank,"Montréal, QC",,,no category,,statistics machine_learning neural_networks artificial_intelligence hadoop deep_learning natural_language_processing spark algorithms
465,Montreal,Artificial Intelligence Experts,Banque Nationale du Canada,"Montréal, QC",,,no category,,statistics machine_learning neural_networks artificial_intelligence hadoop deep_learning natural_language_processing spark algorithms
466,Montreal,Data Developer,Ubisoft,"Montréal, QC",,,no category,,python cpp_lang rest java machine_learning api linux artificial_intelligence sql nosql databases agile scripting algorithms
467,Montreal,"Research Engineer, AI (University Grad)",Facebook,"Montréal, QC",,,no category,,python machine_learning artificial_intelligence deep_learning tensorflow algorithms
468,Montreal,Lead Scientist-Artificial Intelligence,Thales,"Montréal, QC",,,no category,,communication_skills machine_learning artificial_intelligence agile
469,Montreal,Scientifique de données,BelairDirect,"Montréal, QC",,,no category,,python scala marketing machine_learning excel data_mining tensorflow spark
470,Montreal,Academic Associate (Data Governance and Ethics Officer/Associate),McGill University - The Montreal Neurological Inst...,"Montréal, QC",,,no category,,databases project_management
471,Montreal,Research Scientist,Stradigi,"Montréal, QC",,,no category,,python cpp_lang data_visualization scala java r_lang machine_learning artificial_intelligence visualization deep_learning c_lang mathematics
472,Montreal,Senior Data Scientist,Faimdata,"Montréal, QC",,,no category,,communication_skills scala java machine_learning written_communication data_mining spark algorithms
473,Montreal,Machine Learning Research Engineer,MarketMuse,"Montréal, QC",,,no category,,python scala marketing statistics machine_learning hadoop deep_learning mapreduce hive natural_language_processing data_mining pig tensorflow spark nlp algorithms
474,Montreal,Student Research Collaboration,Google,"Montréal, QC",,,no category,,python matlab java machine_learning neural_networks artificial_intelligence deep_learning natural_language_processing data_mining
475,Montreal,Senior Data Scientist // Scientifique des données principal,SSENSE,"Montréal, QC",,,no category,,python r_lang statistics machine_learning neural_networks sql mathematics data_mining spark sas
476,Montreal,Sr. Data Scientist,B.Yond,"Montréal, QC",,,no category,,python scala java r_lang statistics machine_learning sql data_mining spark algorithms
477,Montreal,Research Scientist,Caprion,"Montréal, QC",,,no category,,
478,Montreal,Data Science Manager // Gestionnaire de la science des données,SSENSE,"Montréal, QC",,,no category,,python communication_skills marketing statistics neural_networks sql mathematics spark
479,Montreal,Data Science Manager- Media and Audience Management,Ubisoft,"Montréal, QC",,,no category,,tableau python data_visualization r_lang marketing visualization hadoop sql mathematics databases spark
480,Montreal,Engine Performance Analyst / Data Scientist,Aviya Aerospace Systems,"Montréal, QC",,,no category,,python communication_skills r_lang machine_learning chash_lang chash_lang sql mathematics written_communication database algorithms
481,Montreal,Artificial Intelligence Scientist (NLP Expert),uni3T,"Montréal, QC",,,no category,,python communication_skills aws java r_lang machine_learning pandas artificial_intelligence deep_learning sql mathematics written_communication natural_language_processing data_mining databases database scripting tensorflow cloud nlp algorithms
482,Montreal,Research Scientist,Caprion Biosciences Inc.,"Montréal, QC",,,no category,,excel
483,Montreal,"Scientifique, Applications - Application Scientist",Nuance,"Montréal, QC",,,no category,,communication_skills go machine_learning linux deep_learning natural_language_processing agile scripting algorithms
484,Montreal,Scientifique de données,Intact,"Montréal, QC",,,no category,,python scala marketing machine_learning excel data_mining tensorflow spark
485,Montreal,Junior Systems Analyst,Montrium,"Montréal, QC",,,no category,,communication_skills chash_lang chash_lang sql scripting
486,Montreal,Machine Learning Platform Specialist,Morgan Stanley,"Montréal, QC",,,no category,,python aws machine_learning shell_scripting scripting cloud spark
487,Montreal,QA Analyst - Shotgun,Autodesk,"Montréal, QC",,,no category,,communication_skills agile database cloud
488,Montreal,Data Scientist,NewFound Recruiting,"Montréal, QC",,,no category,,machine_learning sql databases algorithms
489,Montreal,Lead Data Scientist,Autodesk,"Montréal, QC",,,no category,,python communication_skills scala java r_lang marketing statistics machine_learning pandas hadoop hive sql mathematics nosql data_mining databases tensorflow spark algorithms
490,Montreal,"Scientist, Precision Medicine",Robarts Clinical Trials,"Montréal, QC",,,no category,,sas
491,Montreal,Senior Data Scientist,ChallengeU,"Montréal, QC",,,no category,,python statistics machine_learning sql mathematics data_mining databases agile algorithms
492,Montreal,Bigdata Engineer,Tangentia,"Montréal, QC",,,no category,,tableau python scala java machine_learning visualization hive sql nosql databases database spark algorithms
493,Montreal,Data Scientist - NLP,Groom & Associates,"Montréal, QC",,,no category,,tableau python matlab java r_lang statistics machine_learning ensemble_methods api artificial_intelligence hadoop deep_learning mapreduce hive c_lang sql nosql databases pig tensorflow cloud spark nlp sas algorithms
494,Montreal,Senior Lead Data Scientist/Engineer,Autodesk,"Montréal, QC",,,no category,,tableau python communication_skills aws scala java r_lang marketing statistics machine_learning pandas hadoop hive sql nosql databases tensorflow spark algorithms
495,Montreal,R&D Technologist,"JDA Software Group, Inc.","Montréal, QC",,,no category,,python communication_skills rest java api javascript cloud nlp
496,Montreal,Lead Machine Learning Infrastructure Specialist,Morgan Stanley,"Montréal, QC",,,no category,,python aws java machine_learning linux shell_scripting scripting tensorflow cloud spark
497,Montreal,"Shotgun QA Analyst, Integration",Autodesk,"Montréal, QC",,,no category,,python communication_skills ruby agile database cloud
498,Montreal,Financial Planning Analyst,Adaware,"Montréal, QC",,,no category,,machine_learning excel linux database cloud
499,Montreal,Natural Language Processing (NLP) Specialist (Associate),Morgan Stanley,"Montréal, QC",,,no category,,python scala java statistics machine_learning deep_learning tensorflow nlp
500,Montreal,DATA SCIENTIST,Modis,"Montréal, QC",,,no category,,python communication_skills logistic_regression statistics machine_learning hadoop hive mathematics pig spark
501,Montreal,Data Architect (Scala/Java),Ubisoft,"Montréal, QC",,,no category,,scala rest java git linux hive spark
502,Montreal,Scientist-Genetic-Toxicology- NEW,ITR Laboratories,"Montréal, QC",,,no category,,
503,Montreal,Biostatisticians/Statistical Scientist Canada Home or Office based,QuintilesIMS,"Montréal, QC",,,no category,,communication_skills database sas
504,Montreal,Back-End Developer,Imagia,"Montréal, QC",,,no category,,scala java api deep_learning sql nosql agile cloud
505,Montreal,Director of Data Science // Directeur de la science des données,SSENSE,"Montréal, QC",,,no category,,python communication_skills marketing statistics neural_networks sql mathematics spark
506,Montreal,Executive Assistant To CEO,Data Sciences Inc,"Montréal, QC",,,no category,,communication_skills
507,Montreal,"Associate, Corporate Development",Element AI,"Montréal, QC",,,no category,,machine_learning excel artificial_intelligence agile
508,Montreal,Back End Developer - Python,Groom & Associates,"Montréal, QC",,,no category,,python marketing artificial_intelligence agile database
509,Montreal,Software Engineer,Hopper,"Montréal, QC",,,no category,,python scala sql javascript databases spark
510,Montreal,Conseiller en Acquisition des talents,Banque Nationale du Canada,"Montréal, QC",,,no category,,
511,Montreal,Scientist,Algorithme Pharma,"Laval, QC",,,no category,,communication_skills
512,Montreal,Software Engineer,uni3T,"Montréal, QC",,,no category,,python aws rest machine_learning artificial_intelligence deep_learning written_communication data_mining javascript agile php database tensorflow cloud algorithms etl
513,Montreal,Senior Full Stack Developer,TALENT300 Inc.,"Montréal, QC",,,no category,,python marketing artificial_intelligence agile
514,Montreal,Formulation Scientist,Intelgenx Corp.,"Montréal, QC",,,no category,,
515,Montreal,NLG Researcher,MarketMuse,"Montréal, QC",,,no category,,rnns marketing statistics machine_learning neural_networks deep_learning tensorflow nlp algorithms
516,Montreal,Clinical Research Scientist,Michael Page International,"Montréal, QC",,,no category,,communication_skills
517,Montreal,Marketing Data & Automation Specialist,Autodesk,"Montréal, QC",,,no category,,marketing database
518,Montreal,Senior Back-End Developer,Stradigi AI,"Montréal, QC",,,no category,,python aws rest machine_learning
519,Montreal,"Software Specialists, You're Always Encouraged to Apply",Talent 300,"Montréal, QC",,,no category,,matlab rest java r_lang statistics machine_learning linux sql javascript agile
520,Montreal,Analyste au traitement des échantillons / Analyst at sample processing,Maxxam Analytics,"Saint-Laurent, QC",,,no category,,go
521,Montreal,Mechanical Engineer,McGill University - Physics Department,"Montréal, QC",,,no category,,communication_skills written_communication
522,Montreal,Environmental Scientist,ERA Environmental Management Solutions,"Montréal, QC",,,no category,,
523,Montreal,Analystes en actuariat (avec expérience) - Montréal ou St-Hyacinthe,Intact,"Anjou, QC",,,no category,,python machine_learning sas
524,Montreal,Analyste de planification financière,Adaware,"Montréal, QC",,,no category,,excel cloud
525,Montreal,Senior Scientist,Caprion,"Montréal, QC",,,no category,,
526,Montreal,Full Stack Python Developer,Groom & Associates,"Montréal, QC",,,no category,,python marketing artificial_intelligence javascript agile database
527,Montreal,IT Scheduler Electronic Submissions,Charles River Laboratories,"Montréal, QC",,,no category,,excel
528,Montreal,Scientifique Pharmacocinetique,Charles River Laboratories,"Senneville, QC",,,no category,,spss
529,Montreal,"Analyst, Cloud Architecture - Bombardier Information Solutions",Bombardier,"Montréal, QC",,,no category,,python communication_skills aws java r_lang machine_learning hadoop mapreduce data_mining javascript perl scripting cloud
530,Montreal,Senior Scientist - Mass Spectrometry,Caprion,"Montréal, QC",,,no category,,
531,Montreal,Chargé(e) de Projets en Environnement - Environmental Project Manager,Maxxam Analytics,"Saint-Laurent, QC",,,no category,,communication_skills go marketing written_communication databases project_management
532,Montreal,Superviseur(e) de laboratoire// Laboratory Supervisor,Maxxam Analytics,"Saint-Laurent, QC",,,no category,,go
533,Montreal,Contact Center Operations Supervisor,VOYAGE ENCORE TRAVEL INC.,"Saint-Laurent, QC",,,no category,,
534,Montreal,Senior Software Development Engineer (ML),Stratuscent,"Montréal, QC",,,no category,,python communication_skills cpp_lang aws rest java git machine_learning sql nosql written_communication database tensorflow cloud algorithms
535,Montreal,Experienced Python & Java/Scala Engineer - for AI/machine learning startup,MarketMuse,"Montréal, QC",,,no category,,python scala java marketing machine_learning hadoop mapreduce hive natural_language_processing data_mining pig tensorflow spark algorithms
536,Montreal,Clinical Research Scientist,Syneos Health Clinical,"Laval, QC",,,no category,,marketing project_management
537,Montreal,Senior Scientist Oral Dosage,enGene,"Montréal, QC",,,no category,,communication_skills
538,Montreal,Senior Clinical Research Scientist,Algorithme Pharma,"Laval, QC",,,no category,,communication_skills statistics excel project_management database
539,Montreal,Senior Full Stack Developer,Talent 300,"Montréal, QC",,,no category,,python marketing javascript agile database
540,Montreal,Senior Back End Developer,Talent 300,"Montréal, QC",,,no category,,python marketing artificial_intelligence agile database
541,Montreal,Mass Spectrometry Scientist,Michael Page International,"Montréal, QC",,,no category,,communication_skills
542,Montreal,Formulation Scientist,Groom & Associates,"Mirabel, QC",,,no category,,communication_skills excel
543,Montreal,Analyste de laboratoire niveau 2 / Laboratory Analyst level 2; Environnement,Maxxam Analytics,"Saint-Laurent, QC",,,no category,,go
544,Montreal,"Ingénieur en développement logiciel II, Java - Software Dev Engineer II, Java",Expedia,"Montréal, QC",,,no category,,aws java deep_learning agile cloud
545,Montreal,Intermediate Business Intelligence Analyst to participate in a Data Management Platform implementation,SI Systems,"Montréal, QC",,,no category,,python r_lang excel
546,Montreal,Junior Bilingual HTML5 Developer to assist the marketing team in the creation and development of digital initiatives to support client acquisition and retention strategies in a B2B environment - 11503,SI Systems,"Montréal, QC",,,no category,,communication_skills marketing excel written_communication project_management
547,Calgary,Junior Data Scientist: Advanced Analytics (Calgary),IBM,"Calgary, AB",,,no category,,statistics machine_learning data_mining algorithms
548,Calgary,Data Scientist: Advanced Analytics (Calgary),IBM,"Calgary, AB",,,no category,,python statistics machine_learning spss data_mining sas algorithms
549,Calgary,Applied Research Scientist: Healthy Individual Behaviors,Alberta Health Services,"Calgary, AB",,,no category,,marketing
550,Calgary,Junior Project Technician/Scientist,WSP,"Calgary, AB",,,no category,,communication_skills
551,Calgary,"Bioinformatician, Dean's Office",University of Calgary,"Calgary, AB",,,no category,,communication_skills data_visualization java unix visualization c_lang sql written_communication databases perl database scripting
552,Calgary,Senior Laboratory Technician,AGAT Laboratories,"Calgary, AB",,,no category,,
553,Calgary,"Cognitive Software Developer, Advanced Analytics - Coop (Calgary, AB)",IBM,"Calgary, AB",,,no category,,aws java git machine_learning deep_learning cloud
554,Calgary,Accounts Payable Clerk,AGAT Laboratories,"Calgary, AB",,,no category,,
555,Calgary,Summer Student - Ecologist/Biologist/Environmental Engineering Focus,Barr Engineering,"Calgary, AB",,,no category,,
556,Calgary,"Project Scientist, Wildlife Biologist",WSP,"Calgary, AB",,,no category,,excel
557,Calgary,Junior Environmental Scientist #02-SO-1801-C,Millennium EMS Solutions,"Calgary, AB",,,no category,,databases
558,Calgary,Geohazard Specialist,SNC-LAVALIN INFRASTRUCTURE,"Calgary, AB",,,no category,,communication_skills
559,Calgary,Senior Full Stack Scala Engineer,GuildOne Inc.,"Calgary, AB",,,no category,,communication_skills scala java machine_learning artificial_intelligence agile database
560,Calgary,"Software Engineer, Blockchain, ATB Innovation Calgary, Edmonton or Toronto",ATB Financial,"Calgary, AB",,,no category,,python communication_skills go java sql javascript databases agile
561,Calgary,"Software Engineer, Robotics, ATB Innovation Calgary, Edmonton or Toronto",ATB Financial,"Calgary, AB",,,no category,,python communication_skills cpp_lang go java javascript agile tensorflow algorithms
562,Calgary,Senior Full Stack Java Engineer,GuildOne Inc.,"Calgary, AB",,,no category,,communication_skills scala java agile
